Ticker,Daily Mean Return,Daily Volatility,Annualized Mean Return,Annualized Volatility,Minimum Daily Return,Maximum Daily Return,Latest 252D Return,Backtest Period Volatility
AAPL,0.001444984320282185,0.014141420720415281,0.3641360487111106,0.2244880944681282,-0.04998173910671744,0.05090670281539755,0.4034229297616203,0.019258277197048822
GOOG,0.0037890605620729666,0.017991945378468023,0.9548432616423876,0.28561327844210566,-0.03592371493475621,0.09970920827572827,1.4924581452183912,0.019883250655264664
NVDA,0.0023388521198026637,0.021341677376994564,0.5893907341902712,0.3387886254030053,-0.0545612407949545,0.07871770227202068,0.7019711770796169,0.029345260090125613
MSFT,-0.00011493603021140372,0.014940845238287988,-0.028963879613273735,0.23717856526568154,-0.09993146244609463,0.04606857252161789,-0.05574640312767665,0.01681989488248537
AMZN,0.0011095994485437897,0.0187046630504415,0.279619061033035,0.29692732073236205,-0.08269617085933034,0.09584492754129248,0.26574260644985315,0.02111997878800734
