Ticker,AAPL,GOOG,NVDA,MSFT,AMZN
AAPL,1.0,0.3302283883474382,0.25854053715792896,0.15825236407484217,0.3319409185087872
GOOG,0.3302283883474382,1.0,0.2476386626874594,0.1052988339316715,0.3664879049870214
NVDA,0.25854053715792896,0.2476386626874594,1.0,0.40361896173425943,0.3528311120584466
MSFT,0.15825236407484217,0.1052988339316715,0.40361896173425943,1.0,0.33832598640275613
AMZN,0.3319409185087872,0.3664879049870214,0.3528311120584466,0.33832598640275613,1.0
