Date,Entity Type,Name,"Rolling VaR (95%, 252D)","Rolling ES (95%, 252D)"
2026-05-18,Asset,AAPL,0.019530074845833103,0.02862916462654021
2026-05-18,Asset,GOOG,0.02271852108945364,0.027072870204890114
2026-05-18,Asset,NVDA,0.03450531232805228,0.04231399023213279
2026-05-18,Asset,MSFT,0.024461259950702963,0.03656049812983732
2026-05-18,Asset,AMZN,0.02548459363842454,0.04061289485748083
