Date,Portfolio,Return,"Rolling VaR (95%, 252D)","Rolling ES (95%, 252D)",VaR Breach,ES Breach
2017-02-15,Equal Weighted Portfolio,0.002156951779339211,,,,
2017-02-16,Equal Weighted Portfolio,-0.0018714244436970784,,,,
2017-02-17,Equal Weighted Portfolio,0.001988639899241651,,,,
2017-02-21,Equal Weighted Portfolio,0.01176187396082138,,,,
2017-02-22,Equal Weighted Portfolio,-0.0005201120593570252,,,,
2017-02-23,Equal Weighted Portfolio,-0.019244754134349697,,,,
2017-02-24,Equal Weighted Portfolio,-0.00015736692790897528,,,,
2017-02-27,Equal Weighted Portfolio,0.005962273802920848,,,,
2017-02-28,Equal Weighted Portfolio,-0.008615752914589625,,,,
2017-03-01,Equal Weighted Portfolio,0.014496268908577383,,,,
2017-03-02,Equal Weighted Portfolio,-0.013507445877642877,,,,
2017-03-03,Equal Weighted Portfolio,0.0006338839132310928,,,,
2017-03-06,Equal Weighted Portfolio,-0.003194667163818443,,,,
2017-03-07,Equal Weighted Portfolio,0.003712346420585622,,,,
2017-03-08,Equal Weighted Portfolio,0.002613202910413204,,,,
2017-03-09,Equal Weighted Portfolio,7.930612387150324e-05,,,,
2017-03-10,Equal Weighted Portfolio,0.0034217092609501124,,,,
2017-03-13,Equal Weighted Portfolio,0.005959906904575174,,,,
2017-03-14,Equal Weighted Portfolio,-0.001829692730790611,,,,
2017-03-15,Equal Weighted Portfolio,0.005161146193858457,,,,
2017-03-16,Equal Weighted Portfolio,0.002923531111093092,,,,
2017-03-17,Equal Weighted Portfolio,0.004597560468189288,,,,
2017-03-20,Equal Weighted Portfolio,0.008878590475085347,,,,
2017-03-21,Equal Weighted Portfolio,-0.01841975513625571,,,,
2017-03-22,Equal Weighted Portfolio,0.00983610360756526,,,,
2017-03-23,Equal Weighted Portfolio,-0.006068604178563409,,,,
2017-03-24,Equal Weighted Portfolio,-0.0005367905401959971,,,,
2017-03-27,Equal Weighted Portfolio,0.003695778846418296,,,,
2017-03-28,Equal Weighted Portfolio,0.0062067763855518715,,,,
2017-03-29,Equal Weighted Portfolio,0.007182426736301007,,,,
2017-03-30,Equal Weighted Portfolio,0.004791456381246451,,,,
2017-03-31,Equal Weighted Portfolio,0.001083371279733192,,,,
2017-04-03,Equal Weighted Portfolio,0.0013931468843483507,,,,
2017-04-04,Equal Weighted Portfolio,-0.009498819873078546,,,,
2017-04-05,Equal Weighted Portfolio,-0.00325861925910127,,,,
2017-04-06,Equal Weighted Portfolio,-0.0017903748177197309,,,,
2017-04-07,Equal Weighted Portfolio,-0.002983676093997101,,,,
2017-04-10,Equal Weighted Portfolio,-0.003064769122157585,,,,
2017-04-11,Equal Weighted Portfolio,-0.0029547203721137505,,,,
2017-04-12,Equal Weighted Portfolio,-0.0032975603053387427,,,,
2017-04-13,Equal Weighted Portfolio,-0.008421062273728297,,,,
2017-04-17,Equal Weighted Portfolio,0.017792116885250932,,,,
2017-04-18,Equal Weighted Portfolio,-0.0007289728096436355,,,,
2017-04-19,Equal Weighted Portfolio,-0.00170296039391713,,,,
2017-04-20,Equal Weighted Portfolio,0.008543802441008497,,,,
2017-04-21,Equal Weighted Portfolio,0.002922213024878717,,,,
2017-04-24,Equal Weighted Portfolio,0.014445973636731946,,,,
2017-04-25,Equal Weighted Portfolio,0.008129611911684886,,,,
2017-04-26,Equal Weighted Portfolio,-0.0025787877536580517,,,,
2017-04-27,Equal Weighted Portfolio,0.007142721855834156,,,,
2017-04-28,Equal Weighted Portfolio,0.006518760781282839,,,,
2017-05-01,Equal Weighted Portfolio,0.01782589641932493,,,,
2017-05-02,Equal Weighted Portfolio,-0.004398543709326775,,,,
2017-05-03,Equal Weighted Portfolio,0.0013082309713702946,,,,
2017-05-04,Equal Weighted Portfolio,-0.0020169724264354817,,,,
2017-05-05,Equal Weighted Portfolio,0.0021946570968079723,,,,
2017-05-08,Equal Weighted Portfolio,0.007899528632077392,0.012886121639442872,0.02143801789351564,False,False
2017-05-09,Equal Weighted Portfolio,0.002242503292708609,0.012886121639442872,0.02143801789351564,False,False
2017-05-10,Equal Weighted Portfolio,0.03394614724793394,0.012886121639442872,0.02143801789351564,False,False
2017-05-11,Equal Weighted Portfolio,0.007979589851028401,0.012886121639442872,0.02143801789351564,False,False
2017-05-12,Equal Weighted Portfolio,0.008002964528215962,0.012886121639442872,0.02143801789351564,False,False
2017-05-15,Equal Weighted Portfolio,0.010013163834463113,0.012886121639442872,0.02143801789351564,False,False
2017-05-16,Equal Weighted Portfolio,0.010408872296220095,0.012886121639442872,0.02143801789351564,False,False
2017-05-17,Equal Weighted Portfolio,-0.034935148339183854,0.012886121639442872,0.02143801789351564,True,True
2017-05-18,Equal Weighted Portfolio,0.017323801547736474,0.013289633384756383,0.023116765983967953,False,False
2017-05-19,Equal Weighted Portfolio,0.006334020355290071,0.013289633384756383,0.023116765983967953,False,False
2017-05-22,Equal Weighted Portfolio,0.011662973327316717,0.013289633384756383,0.023116765983967953,False,False
2017-05-23,Equal Weighted Portfolio,-0.000610033627353923,0.013289633384756383,0.023116765983967953,False,False
2017-05-24,Equal Weighted Portfolio,0.005019394694637946,0.013289633384756383,0.023116765983967953,False,False
2017-05-25,Equal Weighted Portfolio,0.008427560363942564,0.013289633384756383,0.023116765983967953,False,False
2017-05-26,Equal Weighted Portfolio,0.006698837258826252,0.013289633384756383,0.023116765983967953,False,False
2017-05-30,Equal Weighted Portfolio,0.006729587067686094,0.013289633384756383,0.023116765983967953,False,False
2017-05-31,Equal Weighted Portfolio,-0.006197239930140053,0.013289633384756383,0.023116765983967953,False,False
2017-06-01,Equal Weighted Portfolio,0.0020089900455008804,0.013289633384756383,0.023116765983967953,False,False
2017-06-02,Equal Weighted Portfolio,0.010656264874880939,0.013289633384756383,0.023116765983967953,False,False
2017-06-05,Equal Weighted Portfolio,0.008150675013627939,0.013289633384756383,0.023116765983967953,False,False
2017-06-06,Equal Weighted Portfolio,-0.0026605258270348876,0.013289633384756383,0.023116765983967953,False,False
2017-06-07,Equal Weighted Portfolio,0.005553701542576483,0.013289633384756383,0.023116765983967953,False,False
2017-06-08,Equal Weighted Portfolio,0.013350219730528034,0.013289633384756383,0.023116765983967953,False,False
2017-06-09,Equal Weighted Portfolio,-0.0383724733586047,0.013289633384756383,0.023116765983967953,True,True
2017-06-12,Equal Weighted Portfolio,-0.01001891403307833,0.014138888322470742,0.025029460405580406,False,False
2017-06-13,Equal Weighted Portfolio,0.011528427572131596,0.014138888322470742,0.025029460405580406,False,False
2017-06-14,Equal Weighted Portfolio,-0.004038864083554362,0.014138888322470742,0.025029460405580406,False,False
2017-06-15,Equal Weighted Portfolio,-0.005691598475021631,0.014138888322470742,0.025029460405580406,False,False
2017-06-16,Equal Weighted Portfolio,0.0008477274258704476,0.014138888322470742,0.025029460405580406,False,False
2017-06-19,Equal Weighted Portfolio,0.020979992934993863,0.014138888322470742,0.025029460405580406,False,False
2017-06-20,Equal Weighted Portfolio,-0.006745918232879289,0.013289633384756383,0.024728313694519086,False,False
2017-06-21,Equal Weighted Portfolio,0.009044209875125997,0.013289633384756383,0.024728313694519086,False,False
2017-06-22,Equal Weighted Portfolio,-0.0024146303275457857,0.013289633384756383,0.024728313694519086,False,False
2017-06-23,Equal Weighted Portfolio,0.00012706709450920322,0.013289633384756383,0.024728313694519086,False,False
2017-06-26,Equal Weighted Portfolio,-0.009426595796255955,0.013289633384756383,0.024728313694519086,False,False
2017-06-27,Equal Weighted Portfolio,-0.022630231552996774,0.012886121639442872,0.022735761804050954,True,False
2017-06-28,Equal Weighted Portfolio,0.01729396018348153,0.012886121639442872,0.023329575668851184,False,False
2017-06-29,Equal Weighted Portfolio,-0.021119697967623564,0.012886121639442872,0.023329575668851184,True,False
2017-06-30,Equal Weighted Portfolio,-0.004731786219627066,0.013289633384756383,0.023945596807645013,False,False
2017-07-03,Equal Weighted Portfolio,-0.015333264964240124,0.013289633384756383,0.023945596807645013,True,False
2017-07-05,Equal Weighted Portfolio,0.015447532721716062,0.014329064466611618,0.024086044429690957,False,False
2017-07-06,Equal Weighted Portfolio,-0.005153285162164822,0.014329064466611618,0.024086044429690957,False,False
2017-07-07,Equal Weighted Portfolio,0.014647153658585176,0.014329064466611618,0.024086044429690957,False,False
2017-07-10,Equal Weighted Portfolio,0.018017390354946983,0.014329064466611618,0.024086044429690957,False,False
2017-07-11,Equal Weighted Portfolio,0.003321498559726255,0.014329064466611618,0.024086044429690957,False,False
2017-07-12,Equal Weighted Portfolio,0.017554971237157123,0.014329064466611618,0.024086044429690957,False,False
2017-07-13,Equal Weighted Portfolio,0.0017522980113183315,0.014329064466611618,0.024086044429690957,False,False
2017-07-14,Equal Weighted Portfolio,0.012012477282863723,0.014329064466611618,0.024086044429690957,False,False
2017-07-17,Equal Weighted Portfolio,0.0025208416189789863,0.014329064466611618,0.024086044429690957,False,False
2017-07-18,Equal Weighted Portfolio,0.008007616203886347,0.014329064466611618,0.024086044429690957,False,False
2017-07-19,Equal Weighted Portfolio,0.003353980673054236,0.014329064466611618,0.024086044429690957,False,False
2017-07-20,Equal Weighted Portfolio,0.0027735934783392983,0.014329064466611618,0.024086044429690957,False,False
2017-07-21,Equal Weighted Portfolio,-0.00013902347739303,0.014329064466611618,0.024086044429690957,False,False
2017-07-24,Equal Weighted Portfolio,0.0037018689545720083,0.014329064466611618,0.024086044429690957,False,False
2017-07-25,Equal Weighted Portfolio,-0.004374552660902942,0.014329064466611618,0.024086044429690957,False,False
2017-07-26,Equal Weighted Portfolio,0.004752308176177156,0.014329064466611618,0.024086044429690957,False,False
2017-07-27,Equal Weighted Portfolio,-0.016968331315041652,0.014329064466611618,0.024086044429690957,True,False
2017-07-28,Equal Weighted Portfolio,-0.0018300480344031647,0.016069044822100795,0.024211818764367996,False,False
2017-07-31,Equal Weighted Portfolio,-0.012916677676136513,0.016069044822100795,0.024211818764367996,False,False
2017-08-01,Equal Weighted Portfolio,0.005655518426505802,0.016069044822100795,0.024211818764367996,False,False
2017-08-02,Equal Weighted Portfolio,0.008292099099353712,0.016069044822100795,0.024211818764367996,False,False
2017-08-03,Equal Weighted Portfolio,-0.0030103113532358398,0.016069044822100795,0.024211818764367996,False,False
2017-08-04,Equal Weighted Portfolio,0.004467317138660576,0.016069044822100795,0.024211818764367996,False,False
2017-08-07,Equal Weighted Portfolio,0.009723844448539909,0.016069044822100795,0.024211818764367996,False,False
2017-08-08,Equal Weighted Portfolio,-0.0007449773209825985,0.016069044822100795,0.024211818764367996,False,False
2017-08-09,Equal Weighted Portfolio,4.920451921914832e-05,0.016069044822100795,0.024211818764367996,False,False
2017-08-10,Equal Weighted Portfolio,-0.026363557293219642,0.016069044822100795,0.024211818764367996,True,True
2017-08-11,Equal Weighted Portfolio,-0.0009351401234830355,0.016973480652276045,0.024934528454997072,False,False
2017-08-14,Equal Weighted Portfolio,0.02694382263686159,0.016973480652276045,0.024934528454997072,False,False
2017-08-15,Equal Weighted Portfolio,0.0003462686426207726,0.016973480652276045,0.024934528454997072,False,False
2017-08-16,Equal Weighted Portfolio,-0.001721840543313946,0.016973480652276045,0.024934528454997072,False,False
2017-08-17,Equal Weighted Portfolio,-0.018739065654352818,0.016973480652276045,0.024934528454997072,True,False
2017-08-18,Equal Weighted Portfolio,-0.0006756411462054857,0.01762776566898555,0.025069858560203162,False,False
2017-08-21,Equal Weighted Portfolio,-0.006178074452120086,0.01762776566898555,0.025069858560203162,False,False
2017-08-22,Equal Weighted Portfolio,0.017354416834678955,0.01762776566898555,0.025069858560203162,False,False
2017-08-23,Equal Weighted Portfolio,0.0017048689813794929,0.01762776566898555,0.025069858560203162,False,False
2017-08-24,Equal Weighted Portfolio,-0.004098580725826229,0.01762776566898555,0.025069858560203162,False,False
2017-08-25,Equal Weighted Portfolio,-0.0032521580421373654,0.01762776566898555,0.025069858560203162,False,False
2017-08-28,Equal Weighted Portfolio,0.003164559325097272,0.01762776566898555,0.025069858560203162,False,False
2017-08-29,Equal Weighted Portfolio,0.005397273011871495,0.01762776566898555,0.025069858560203162,False,False
2017-08-30,Equal Weighted Portfolio,0.008992398950818182,0.01762776566898555,0.025069858560203162,False,False
2017-08-31,Equal Weighted Portfolio,0.012177522438233758,0.01762776566898555,0.025069858560203162,False,False
2017-09-01,Equal Weighted Portfolio,-0.0018582203896877925,0.01762776566898555,0.025069858560203162,False,False
2017-09-05,Equal Weighted Portfolio,-0.013183322985410096,0.01762776566898555,0.025069858560203162,False,False
2017-09-06,Equal Weighted Portfolio,-0.0005146856814035594,0.01762776566898555,0.025069858560203162,False,False
2017-09-07,Equal Weighted Portfolio,0.006853576359434599,0.01762776566898555,0.025069858560203162,False,False
2017-09-08,Equal Weighted Portfolio,-0.012490308818296913,0.01762776566898555,0.025069858560203162,False,False
2017-09-11,Equal Weighted Portfolio,0.015269000298660762,0.01762776566898555,0.025069858560203162,False,False
2017-09-12,Equal Weighted Portfolio,0.0013038735010449279,0.016973480652276045,0.02415434704794197,False,False
2017-09-13,Equal Weighted Portfolio,0.004923421379211002,0.016973480652276045,0.02415434704794197,False,False
2017-09-14,Equal Weighted Portfolio,-0.007638156707937771,0.016973480652276045,0.02415434704794197,False,False
2017-09-15,Equal Weighted Portfolio,0.013976307279160171,0.016973480652276045,0.02415434704794197,False,False
2017-09-18,Equal Weighted Portfolio,0.002646225630068221,0.016973480652276045,0.02415434704794197,False,False
2017-09-19,Equal Weighted Portfolio,0.0012069718548422868,0.016973480652276045,0.02415434704794197,False,False
2017-09-20,Equal Weighted Portfolio,-0.0034784484780212566,0.016973480652276045,0.02415434704794197,False,False
2017-09-21,Equal Weighted Portfolio,-0.012422081223655668,0.016973480652276045,0.02415434704794197,False,False
2017-09-22,Equal Weighted Portfolio,-0.0061848423499990535,0.016973480652276045,0.02415434704794197,False,False
2017-09-25,Equal Weighted Portfolio,-0.018628418795360722,0.016973480652276045,0.02415434704794197,True,False
2017-09-26,Equal Weighted Portfolio,0.005155186482112906,0.01762776566898555,0.024281165856302515,False,False
2017-09-27,Equal Weighted Portfolio,0.014278474818473663,0.01762776566898555,0.024281165856302515,False,False
2017-09-28,Equal Weighted Portfolio,0.0009894270846251053,0.01762776566898555,0.024281165856302515,False,False
2017-09-29,Equal Weighted Portfolio,0.009351742773078354,0.01762776566898555,0.024281165856302515,False,False
2017-10-02,Equal Weighted Portfolio,-0.00149003291006391,0.01762776566898555,0.024281165856302515,False,False
2017-10-03,Equal Weighted Portfolio,0.0008590565564170483,0.01762776566898555,0.024281165856302515,False,False
