Model,Portfolio,Confidence Level,Tail Probability,Number of Observations,Actual VaR Breaches,Expected VaR Breaches,Breach Rate,Expected Breach Rate,Average Return on Breach Days,Worst Return,Average VaR,Average ES,Kupiec LR Statistic,Kupiec p-value,Test Decision,Interpretation
Historical VaR,Equal Weighted Portfolio,0.95,0.05,336,14,16.800000000000015,0.0416666666666666,0.05,-0.03748312838510527,-0.0646319769617623,0.02704911578920661,0.037461669781055376,0.5194863096472488,0.4710608899470263,Do not reject VaR model,Do not reject: breach frequency is statistically consistent with the VaR confidence level.
EWMA-t,Equal Weighted Portfolio,0.95,0.05,336,22,16.800000000000015,0.0654761904761904,0.05,-0.028966388792965,-0.0646319769617623,0.023933320966841,0.0325895269350015,1.5503725146330964,0.2130804560555163,Do not reject VaR model,Do not reject: breach frequency is statistically consistent with the VaR confidence level.
GARCH-t,Equal Weighted Portfolio,0.95,0.05,336,25,16.800000000000015,0.0744047619047619,0.05,-0.027751680179773,-0.0646319769617623,0.0223759820964314,0.0324557446266584,3.687325910376416,0.0548274514331218,Do not reject VaR model,Do not reject: breach frequency is statistically consistent with the VaR confidence level.
Historical VaR,Long-only Global Minimum Variance Portfolio,0.95,0.05,336,17,16.800000000000015,0.050595238095238,0.05,-0.029930296266701385,-0.0537288585329705,0.02191363824955211,0.031756881272894624,0.0024968994618461,0.9601471038190764,Do not reject VaR model,Do not reject: breach frequency is statistically consistent with the VaR confidence level.
EWMA-t,Long-only Global Minimum Variance Portfolio,0.95,0.05,336,16,16.800000000000015,0.0476190476190476,0.05,-0.027800596132826,-0.0537288585329705,0.0210827560252225,0.0287948387299961,0.0407180861739959,0.8400830652141444,Do not reject VaR model,Do not reject: breach frequency is statistically consistent with the VaR confidence level.
GARCH-t,Long-only Global Minimum Variance Portfolio,0.95,0.05,336,20,16.800000000000015,0.0595238095238095,0.05,-0.0253887407011472,-0.0537288585329705,0.0199200274735978,0.0288524882317414,0.6063234289063928,0.4361754718869356,Do not reject VaR model,Do not reject: breach frequency is statistically consistent with the VaR confidence level.
Historical VaR,Long-only Tangency Portfolio,0.95,0.05,336,15,16.800000000000015,0.0446428571428571,0.05,-0.05033559790221811,-0.0861118453540774,0.033930137785482775,0.05205512048663546,0.2102707906904442,0.64655524381608,Do not reject VaR model,Do not reject: breach frequency is statistically consistent with the VaR confidence level.
EWMA-t,Long-only Tangency Portfolio,0.95,0.05,336,17,16.800000000000015,0.050595238095238,0.05,-0.0434497816615027,-0.0861118453540774,0.0313969188754145,0.0432551776904481,0.0024968994618461,0.9601471038190764,Do not reject VaR model,Do not reject: breach frequency is statistically consistent with the VaR confidence level.
GARCH-t,Long-only Tangency Portfolio,0.95,0.05,336,18,16.800000000000015,0.0535714285714285,0.05,-0.0431118172543849,-0.0861118453540774,0.030001150028423,0.0442225647741377,0.0882603156069308,0.7664005644166673,Do not reject VaR model,Do not reject: breach frequency is statistically consistent with the VaR confidence level.
